"state","S1","S2","S3","executionTime"
3,0,0,1,44.6937362548891
3,3.01541982966289e-08,3.8590556065872e-37,0.999999969845802,41.0594319494223
3,4.30889985509262e-07,1.39869273122706e-34,0.999999569110015,43.500580756417
3,0.000135542927087187,6.45672816146003e-29,0.999864457072913,49.0026617033165
3,5.65760516715228e-08,1.54467001375869e-36,0.999999943423948,41.6315669666321
3,2.18819515059266e-07,3.09232264688991e-35,0.999999781180485,42.8728059471932
3,8.5876215260311e-06,1.17292682029713e-31,0.999991412378474,46.3229161513246
3,3.26121353762636e-06,1.31194728975819e-32,0.999996738786462,45.4004742387959
3,4.81058214438401e-06,3.15669456872765e-32,0.999995189417856,45.7697307344921
3,3.12814785057938e-05,2.22739470484446e-30,0.999968718521494,47.5688205687204
3,2.18868251350442e-06,5.34045385710309e-33,0.999997811317487,45.0231298252546
3,4.06877453923865e-05,4.06456456151844e-30,0.999959312254608,47.8242628893813
3,1.02454598041714e-06,9.70557743466216e-34,0.99999897545402,44.3090167595049
3,0.00268596928751142,6.78565490233997e-26,0.997314030712489,51.9975219611782
2,2.52986848295549e-16,1,2.26492301857873e-31,118.033133956828
2,4.57666061599387e-17,1,3.66643036975072e-33,119.46890103193
3,5.51014803961289e-08,9.92734714948629e-38,0.99999994489852,39.7379107720448
3,1.88101038737013e-08,1.36768575476421e-37,0.999999981189896,40.632501344792
1,0.999999285884011,1.0469996727253e-09,7.13068989395071e-07,75.6052462686571
3,1.87840048044587e-07,6.92905437143319e-38,0.999999812159952,39.505995705321
3,8.64691039192647e-09,2.49115533368919e-38,0.99999999135309,39.933375143605
3,1.68589460638392e-07,1.73245571354439e-35,0.999999831410539,42.6322785756577
3,4.30928396554297e-08,8.47247940490645e-37,0.99999995690716,41.3836456648389
3,2.32483242821393e-07,3.53816526880259e-35,0.999999767516757,42.9287577000534
3,1.59907016328828e-06,2.63615486888694e-33,0.999998400929837,44.727187131811
1,0.999986200800922,5.14259211910577e-12,1.37991939353456e-05,71.607722826216
1,0.999995378766923,1.75436520558671e-14,4.62123305904257e-06,68.4547230853907
1,0.999999979765233,2.44140242257052e-10,1.99906271085502e-08,75.6304947401664
1,0.999999402897096,5.63620259035256e-13,5.97102340887271e-07,71.0650851538404
1,0.999999959634539,3.89659137682902e-08,1.39954749481948e-09,79.4430608795358
1,0.999999530544672,8.54832239466635e-13,4.6945447297245e-07,71.3783919800476
1,0.999999645820579,1.39593195094986e-12,3.54178024784621e-07,71.7472605897747
1,0.999999927149521,2.30450384857952e-11,7.28274339959755e-08,73.8558993953738
1,0.999998686292947,1.45762751990432e-13,1.31370690686413e-06,70.047732538549
1,0.999999811747189,1.87618175623272e-07,6.34635337042163e-10,80.6239663599716
1,0.999999977512488,2.05476257070816e-08,1.93988612068441e-09,78.962192557618
1,0.99999999129245,1.773176452893e-09,6.93437371125037e-09,77.1209481342888
1,0.999998915020833,2.01995564712617e-13,1.08497896498562e-06,70.2931800693386
2,4.03064754693318e-14,0.99999999999996,2.07859848614718e-30,115.354828610237
3,2.96430656222629e-05,1.14747734999148e-31,0.999970356934378,45.5303726144753
3,2.95106231837969e-07,6.0158471391123e-35,0.999999704893768,43.1493990193265
3,0.000223849705362355,2.0576596059096e-28,0.999776150294638,49.4985078696804
3,4.25508042523416e-05,4.5033966046589e-30,0.999957449195748,47.8678351517231
3,2.43567084068637e-05,1.25765627350832e-30,0.999975643291593,47.3263544081143
3,6.17808417534534e-07,3.1277304290899e-34,0.999999382191582,43.8360727142924
2,3.10073508508475e-14,0.999999999999969,7.25681813413077e-29,114.436843471408
3,5.94142082725324e-06,3.09472385733489e-33,0.999994058579173,44.0165262710782
1,0.999999398637927,5.74617088609685e-07,2.67449846220792e-08,80.3458106068105
1,0.999999975273648,1.66935124359024e-10,2.45594171869e-08,75.3447140108259
1,0.999999909136545,1.54891824066377e-11,9.08479658833116e-08,73.557141645583
1,0.999999984185871,3.95343325802982e-10,1.54187854571315e-08,75.9928476510024
1,0.999999629763758,3.69782980650355e-07,4.53261418228593e-10,81.1337045545937
1,0.999999989289243,9.25631569032262e-10,9.78512571093339e-09,76.6323377193523
3,1.9970939210162e-06,1.24092514112506e-35,0.999998002906079,41.6385863586353
3,2.20860204526363e-06,5.45049889459177e-33,0.999997791397955,45.0316857874753
2,8.59523746036969e-14,0.999999999999914,2.51232625480283e-28,113.674115739209
2,2.71923085895697e-06,0.999997280769141,1.08442469116081e-19,100.901305537199
3,0.000158349668016423,5.13875341914149e-30,0.999841650331984,47.1348408525652
3,2.79030710882017e-06,9.22940022544934e-33,0.999997209692891,45.2527379465294
3,2.25529898906042e-05,1.05513112733014e-30,0.999977447010109,47.2519259884004
3,2.94525091513276e-07,5.9894990395252e-35,0.999999705474909,43.1475734991433
3,8.24422243103463e-08,3.54957009969224e-36,0.999999917557776,41.9754902792289
2,3.0261004283e-16,1,2.80065793882708e-31,117.899212459658
3,3.31552972985836e-07,5.09447331740787e-36,0.999999668447027,41.3565388814728
3,8.44461472847845e-06,1.12908234128461e-31,0.999991555385272,46.3068400695911
3,6.90862530844303e-07,4.01582201411733e-34,0.999999309137469,43.9403699335508
3,1.14921775270504e-08,4.64270039926273e-38,0.999999988507823,40.1886996579293
3,3.70088492933707e-05,3.27192727806087e-30,0.999962991150707,47.7321000379348
3,1.01739784285397e-05,1.72334912435045e-31,0.999989826021571,46.4853465614478
1,0.999993612007463,1.98666551236002e-11,6.38797267048402e-06,72.624179029334
1,0.999999991537691,2.06791362898133e-09,6.39439484245808e-09,77.236522920665
1,0.999997994424777,7.11250227298887e-14,2.00557515189172e-06,69.5079036415099
1,0.999999991679606,2.37380085172471e-09,5.94659288573728e-09,77.3402090632613
1,0.999999989461267,9.6431580639143e-10,9.57441718824418e-09,76.6631130436636
2,7.67846854988852e-17,1,1.22251430937368e-33,120.038129587378
3,7.39051439626109e-06,5.0451391962194e-33,0.999992609485604,44.2206864852387
2,2.36537037270299e-16,1,2.09152800531774e-31,118.083404321804
2,1.08783619243214e-17,1,6.84196912521271e-34,120.542924450002
2,5.553361969078e-20,1,1.60364456807278e-36,124.486741887293
1,0.999999953343474,3.31043035011552e-09,4.33460955181427e-08,76.6289126934481
1,0.99999960916026,3.90398458920216e-07,4.41281307701925e-10,81.1744604093603
1,0.999999965213267,8.85102609583185e-11,3.46982225043234e-08,74.8676947316236
1,0.99999982593306,4.86442405824602e-12,1.74062075795165e-07,72.6861683377558
1,0.999988798149537,4.06427674176216e-15,1.12018504592632e-05,67.3542105712814
3,1.05683424505279e-07,1.97898583492611e-38,0.999999894316576,38.993914276075
3,0.000315564207443408,4.5586671965216e-28,0.999684435792557,49.8394961704087
3,2.39625490527255e-08,2.3278484826385e-37,0.999999976037451,40.8512858259073
3,6.76479563400279e-05,1.30414343597577e-29,0.99993235204366,48.3202517264528
3,1.12727109347032e-08,4.4507407802648e-38,0.999999988727289,40.1713725207893
2,9.27590843236657e-14,0.999999999999907,2.7574261607268e-28,113.617099241947
2,7.84213672528598e-16,0.999999999999999,1.05282561254729e-31,117.344664790496
1,0.999999962525379,2.11203770117279e-08,1.6354244124091e-08,78.021758132984
2,6.73716582786231e-15,0.999999999999993,2.42244566773045e-31,116.692728001992
2,3.95020593976134e-19,1,1.49299941874198e-35,123.020841759955
1,0.999999378541332,2.55121014144652e-11,6.2143315629732e-07,72.970657910172
1,0.99999998840338,7.64791659393493e-10,1.08318285991085e-08,76.4888625980977
2,2.02825921825667e-08,0.999999979717408,2.72035558958385e-23,105.528831310704
2,6.02313890491007e-16,0.999999999999999,7.69124392509074e-32,117.542002225339
1,0.99998779412621,1.22051934954641e-05,6.80294126638594e-10,82.7996245840711
1,0.999997211889427,4.08342693642499e-14,2.78811053255394e-06,69.0903961748913
1,0.999999935315059,6.35929429793274e-08,1.09199844144695e-09,79.8111003247026
1,0.999999952785894,5.05770420701435e-11,4.71635284148645e-08,74.4469369932016
1,0.999999985340441,4.60983733572e-10,1.41985755924398e-08,76.1083192622895
2,2.7718485043194e-13,0.999999999999723,2.15621268125783e-29,113.912491495845
3,1.64418707942487e-06,1.76310015679937e-34,0.999998355812921,42.8234297256569
3,2.03308683805868e-06,4.52369843424641e-33,0.999997966913162,44.9535164199761
3,1.3845263195537e-05,3.47156665973751e-31,0.999986154736805,46.7813089833922
3,5.35335777716797e-07,2.27073162212333e-34,0.999999464664222,43.7025240301166
1,0.999998689811203,3.42375939380125e-10,1.30984642109479e-06,74.7648909405938
3,0.00109440622705559,1.75672801563987e-29,0.998905593772944,47.5686633106097
3,4.48960603764165e-07,1.53298160558227e-34,0.999999551039396,43.5387729250361
1,0.999999809470968,1.45104628115439e-08,1.76018569177205e-07,77.581357975526
1,0.999999973625439,2.46055498901135e-08,1.76901097809623e-09,79.0976223450854
1,0.99999998846986,7.75063725793228e-10,1.07550766236508e-08,76.4988914340295
1,0.999999991747949,2.83770940084937e-09,5.41434188828455e-09,77.4743728352415
1,0.999999981351448,1.64760121882522e-08,2.17253989241856e-09,78.7962410806711
2,1.88185594347089e-12,0.999999999998118,2.2533358905873e-28,112.479499154027
3,8.48168185308302e-05,1.24101507613662e-30,0.999915183181469,46.5337892401106
1,0.999999791082028,1.57530478151122e-07,5.13874936205817e-08,79.3734843033117
