"executionTime","index","states"
44.6937362548891,1,1
41.0594319494223,2,1
43.500580756417,3,1
49.0026617033165,4,1
41.6315669666321,5,1
42.8728059471932,6,1
46.3229161513246,7,1
45.4004742387959,8,1
45.7697307344921,9,1
47.5688205687204,10,1
45.0231298252546,11,1
47.8242628893813,12,1
44.3090167595049,13,1
51.9975219611782,14,1
118.033133956828,15,3
119.46890103193,16,3
39.7379107720448,17,1
40.632501344792,18,1
75.6052462686571,19,2
39.505995705321,20,1
39.933375143605,21,1
42.6322785756577,22,1
41.3836456648389,23,1
42.9287577000534,24,1
44.727187131811,25,1
71.607722826216,26,2
68.4547230853907,27,2
75.6304947401664,28,2
71.0650851538404,29,2
79.4430608795358,30,2
71.3783919800476,31,2
71.7472605897747,32,2
73.8558993953738,33,2
70.047732538549,34,2
80.6239663599716,35,2
78.962192557618,36,2
77.1209481342888,37,2
70.2931800693386,38,2
115.354828610237,39,3
45.5303726144753,40,1
43.1493990193265,41,1
49.4985078696804,42,1
47.8678351517231,43,1
47.3263544081143,44,1
43.8360727142924,45,1
114.436843471408,46,3
44.0165262710782,47,1
80.3458106068105,48,2
75.3447140108259,49,2
73.557141645583,50,2
75.9928476510024,51,2
81.1337045545937,52,2
76.6323377193523,53,2
41.6385863586353,54,1
45.0316857874753,55,1
113.674115739209,56,3
100.901305537199,57,3
47.1348408525652,58,1
45.2527379465294,59,1
47.2519259884004,60,1
43.1475734991433,61,1
41.9754902792289,62,1
117.899212459658,63,3
41.3565388814728,64,1
46.3068400695911,65,1
43.9403699335508,66,1
40.1886996579293,67,1
47.7321000379348,68,1
46.4853465614478,69,1
72.624179029334,70,2
77.236522920665,71,2
69.5079036415099,72,2
77.3402090632613,73,2
76.6631130436636,74,2
120.038129587378,75,3
44.2206864852387,76,1
118.083404321804,77,3
120.542924450002,78,3
124.486741887293,79,3
76.6289126934481,80,2
81.1744604093603,81,2
74.8676947316236,82,2
72.6861683377558,83,2
67.3542105712814,84,2
38.993914276075,85,1
49.8394961704087,86,1
40.8512858259073,87,1
48.3202517264528,88,1
40.1713725207893,89,1
113.617099241947,90,3
117.344664790496,91,3
78.021758132984,92,2
116.692728001992,93,3
123.020841759955,94,3
72.970657910172,95,2
76.4888625980977,96,2
105.528831310704,97,3
117.542002225339,98,3
82.7996245840711,99,2
69.0903961748913,100,2
79.8111003247026,101,2
74.4469369932016,102,2
76.1083192622895,103,2
113.912491495845,104,3
42.8234297256569,105,1
44.9535164199761,106,1
46.7813089833922,107,1
43.7025240301166,108,1
74.7648909405938,109,2
47.5686633106097,110,1
43.5387729250361,111,1
77.581357975526,112,2
79.0976223450854,113,2
76.4988914340295,114,2
77.4743728352415,115,2
78.7962410806711,116,2
112.479499154027,117,3
46.5337892401106,118,1
79.3734843033117,119,2
76.6748509894081,120,2
75.2554413111194,121,2
117.435461271292,122,3
111.882924816003,123,3
79.5574261890507,124,2
73.6082470263654,125,2
73.1617626073159,126,2
70.5839772538943,127,2
75.9885297960392,128,2
115.089923444338,129,3
75.2597709782339,130,2
116.19500453461,131,3
50.3338762140538,132,1
38.8315460340106,133,1
44.1887984874397,134,1
46.5828654051055,135,1
44.1392643825644,136,1
49.8246792817689,137,1
113.992639858515,138,3
49.0587754200703,139,1
125.205259868085,140,3
78.0443799445408,141,2
73.1529012100162,142,2
73.1537819466645,143,2
72.0171364386005,144,2
73.8382049601294,145,2
81.6125629315699,146,2
71.5695348376562,147,2
74.1925214371079,148,2
76.4051981659356,149,2
84.9949590464724,150,2
42.1425434236666,151,1
116.581305735435,152,3
122.00468101771,153,3
119.534921080783,154,3
46.3356616849909,155,1
49.5880953828088,156,1
46.9084173112149,157,1
44.9810450564295,158,1
41.6971471807217,159,1
47.2931874009604,160,1
46.8696431980992,161,1
43.5545318074983,162,1
42.2083710847688,163,1
110.183335695903,164,3
47.4494859456333,165,1
46.1287894644636,166,1
42.6248181754966,167,1
41.8143307860891,168,1
45.9648309922582,169,1
40.9899352568856,170,1
41.5848121086259,171,1
48.0480864797006,172,1
46.6214711623983,173,1
44.9327863272982,174,1
79.3136154860084,175,2
77.2843512142549,176,2
74.8245692580723,177,2
124.986225497367,178,3
119.73512345541,179,3
47.7492707888671,180,1
69.817847284255,181,2
77.5317176084507,182,2
43.1132208035155,183,1
115.553247782272,184,3
46.4591058591552,185,1
44.199677060153,186,1
44.9972312497039,187,1
44.2363082406812,188,1
51.1608052161297,189,1
45.288571981351,190,1
43.0013022502021,191,1
45.1179172333774,192,1
44.843170129947,193,1
45.6865236266635,194,1
43.6625317883888,195,1
43.3574348306618,196,1
116.056415399454,197,3
118.38263139043,198,3
38.8072627275875,199,1
43.1955082253224,200,1
43.3761212468743,201,1
38.0694956390531,202,1
77.9008041600304,203,2
73.0680506735305,204,2
80.8506651256633,205,2
67.7402272286718,206,2
80.3932764540396,207,2
42.8780394609834,208,1
45.5064214267425,209,1
45.6474840995095,210,1
49.457178701201,211,1
44.0414399742419,212,1
47.0999943574952,213,1
36.8696398972965,214,1
44.8154293647427,215,1
44.7813290663634,216,1
44.7525849217162,217,1
42.5189771501444,218,1
39.9502890373383,219,1
48.7249837171787,220,1
43.2251589808056,221,1
45.4818484032436,222,1
119.686064726906,223,3
79.3543369750391,224,2
73.9517476179703,225,2
69.0330818898187,226,2
75.9424749936803,227,2
76.0741429797294,228,2
75.1171544511377,229,2
78.9867141477947,230,2
111.2673377118,231,3
69.1448664255899,232,2
120.01123239956,233,3
45.5308386790135,234,1
47.2400221452293,235,1
48.5977763601346,236,1
45.9124934557105,237,1
37.8379679995537,238,1
75.1591670311863,239,2
118.049825807139,240,3
74.8315155682866,241,2
107.359551921398,242,3
107.12886814953,243,3
65.7551090322018,244,2
63.3748670905881,245,2
65.4790242539533,246,2
32.7043829020396,247,1
31.8844002428102,248,1
32.1524697711402,249,1
25.4636647236363,250,1
66.1458114568034,251,2
31.5031000962814,252,1
32.7815580901962,253,1
70.6711286286177,254,2
76.2253846152098,255,2
62.9066226826642,256,2
69.1377976410525,257,2
111.817438048056,258,3
65.3882087281256,259,2
70.9285722555632,260,2
108.018476725996,261,3
69.1084895955781,262,2
33.5483215489643,263,1
40.2787868425562,264,1
73.2299260166388,265,2
109.918284825863,266,3
105.579528780753,267,3
27.0476126482485,268,1
30.3277143511059,269,1
28.8738142304195,270,1
29.8303450882098,271,1
105.958585801726,272,3
109.954183729573,273,3
36.2037716316446,274,1
108.679976803341,275,3
70.1292287200343,276,2
68.9237078365557,277,2
109.766306116718,278,3
67.6758229931982,279,2
108.937329996079,280,3
106.373422566856,281,3
116.241411193415,282,3
33.1689790246688,283,1
27.5143310466098,284,1
31.9062372946609,285,1
38.540700790025,286,1
35.1638051607718,287,1
38.0383617793874,288,1
37.2641834500123,289,1
37.5088924484387,290,1
32.6916385386447,291,1
40.5771785840394,292,1
27.8789495939147,293,1
30.2505707545739,294,1
27.6977127911837,295,1
28.5431437895349,296,1
34.374256595186,297,1
26.3875994449371,298,1
31.2365696630299,299,1
26.5760290675253,300,1
