"executionTime","index","states"
33.6800694877528,1,1
32.730924562503,2,1
110.663324653909,3,3
30.1383002274884,4,1
26.0464655634609,5,1
26.8241442360072,6,1
65.2061219736254,7,2
107.350322865791,8,3
106.565925905102,9,3
26.5252863508576,10,1
30.0901211423543,11,1
30.4578112846289,12,1
28.7075684163563,13,1
105.981711049331,14,3
32.2901216205478,15,1
34.5016784022826,16,1
22.4414908022739,17,1
28.5648835174735,18,1
25.3403813622158,19,1
33.5568825155677,20,1
104.280308521517,21,3
63.8113445337886,22,2
29.3921616384688,23,1
105.807579969377,24,3
30.7715749567602,25,1
30.1063761267153,26,1
29.084895539824,27,1
32.7997516021175,28,1
25.1004135707834,29,1
64.9152280534336,30,2
110.374639593335,31,3
56.130694824948,32,2
63.8984004623542,33,2
105.532369607607,34,3
108.996541548829,35,3
59.9198485504702,36,2
64.6164997773201,37,2
65.5496339883291,38,2
65.92030212676,39,2
62.5662206400139,40,2
107.484452522311,41,3
61.0294348189995,42,2
62.4797448550045,43,2
60.8987098578245,44,2
64.0060929623231,45,2
36.6001185485669,46,1
30.704586131811,47,1
26.3665081635477,48,1
62.9202967716765,49,2
67.0395979131286,50,2
61.411070844363,51,2
62.8730625999902,52,2
108.368001932697,53,3
61.6173624979012,54,2
28.3748224806528,55,1
25.9657465284762,56,1
107.218067739528,57,3
34.2586501060857,58,1
18.5474830040503,59,1
108.723545920569,60,3
60.3219258321156,61,2
108.115280541122,62,3
108.916597708152,63,3
60.2399227430868,64,2
105.6826988996,65,3
27.187759878523,66,1
36.3726278535063,67,1
28.170610276525,68,1
108.045680890933,69,3
16.5554978118992,70,1
24.9997358103827,71,1
33.5206111914073,72,1
28.8034367863679,73,1
26.4890621957701,74,1
32.3726266914788,75,1
28.3222348308164,76,1
22.6741877420302,77,1
30.9357281321399,78,1
106.047744859505,79,3
30.6833700030356,80,1
29.0076104582473,81,1
24.8709287476898,82,1
24.3025473835483,83,1
23.1744490891241,84,1
66.4518693647255,85,2
64.7033631989183,86,2
27.3372712205532,87,1
25.8680084719253,88,1
30.3591501027124,89,1
22.6297312787751,90,1
25.2092315699384,91,1
26.7234810754855,92,1
22.9303666397954,93,1
32.2631352290742,94,1
30.8298257092233,95,1
37.1032833007153,96,1
19.8144200182955,97,1
39.7860086437408,98,1
105.861650915567,99,3
28.1245178848623,100,1
34.1235986287469,101,1
107.23823612741,102,3
26.3153217857775,103,1
17.7630334435045,104,1
31.9322692346142,105,1
31.1341984991744,106,1
62.9462178512862,107,2
65.1494177478134,108,2
105.931740488135,109,3
25.9464086613439,110,1
27.7203518142695,111,1
27.7506432108582,112,1
26.9936090031244,113,1
59.2935065842953,114,2
57.3371351211395,115,2
108.399421490536,116,3
108.263170642839,117,3
107.399769223982,118,3
33.203199483851,119,1
107.511814570772,120,3
105.556533101985,121,3
108.050494944727,122,3
27.9322858151328,123,1
34.3045856673144,124,1
35.8538030527148,125,1
35.2861594518322,126,1
109.475166040587,127,3
32.2576943354859,128,1
105.943100053743,129,3
63.8084333740856,130,2
61.5725101597837,131,2
63.941291847458,132,2
106.174298126363,133,3
31.2999397008988,134,1
28.2708329411326,135,1
23.8177072122593,136,1
24.7101516595809,137,1
25.4733162447006,138,1
37.3007781371064,139,1
28.1684101102886,140,1
28.4214058567582,141,1
31.5630440935739,142,1
29.8368081478824,143,1
28.3131063834528,144,1
27.3246747490106,145,1
38.2252562418439,146,1
106.901109457463,147,3
60.2737586797713,148,2
23.5368516101493,149,1
106.272662545284,150,3
23.9147183252529,151,1
25.9447930166406,152,1
21.5768685984934,153,1
28.4966183439975,154,1
62.5918272495333,155,2
22.5792940450021,156,1
64.7744358869406,157,2
32.1877071291946,158,1
59.2777102346146,159,2
65.6085257825101,160,2
60.0502037609633,161,2
30.0641224269135,162,1
23.0830465168048,163,1
107.671455433819,164,3
107.756634293128,165,3
65.7614852931969,166,2
108.723587553733,167,3
111.579163482107,168,3
35.1500798335753,169,1
32.8498622223401,170,1
62.0203685341869,171,2
64.2023565423452,172,2
112.677243933756,173,3
63.5521940591972,174,2
65.7162631249486,175,2
110.41457633515,176,3
32.4379671841243,177,1
33.459724047253,178,1
28.0650393612038,179,1
30.4339696961283,180,1
28.5477689022808,181,1
32.069980475686,182,1
34.639914601019,183,1
58.1768134305512,184,2
109.35342998144,185,3
107.31665889665,186,3
34.8586035442246,187,1
26.4395795378725,188,1
27.4007230082556,189,1
29.7028297666075,190,1
32.4692439897045,191,1
28.8568827390502,192,1
31.598744243841,193,1
30.0851051985876,194,1
35.498987791059,195,1
63.6463694417236,196,2
66.3679726508099,197,2
23.2952033208631,198,1
33.3604008426571,199,1
30.5419789443634,200,1
64.7503239736786,201,2
25.045596828988,202,1
24.1521225497416,203,1
27.7882884185171,204,1
29.582271366418,205,1
32.8773563338706,206,1
32.3787517944721,207,1
60.5927433806117,208,2
62.99053246383,209,2
105.661931906573,210,3
26.7655822762246,211,1
25.0802972282876,212,1
28.837333735144,213,1
31.9259479193376,214,1
106.918973558936,215,3
28.3840202290724,216,1
111.661098700364,217,3
106.008099575596,218,3
28.3784390138925,219,1
25.4362148966898,220,1
25.7318226603985,221,1
21.0041764755185,222,1
30.222678617956,223,1
35.1031314418128,224,1
27.1782711260234,225,1
28.3554697473063,226,1
23.0785738386349,227,1
26.6487890888965,228,1
28.3513759273196,229,1
24.0000495721171,230,1
108.245525270522,231,3
63.3379139015203,232,2
63.275852950531,233,2
67.9903774271514,234,2
108.691115966213,235,3
111.759637152273,236,3
32.5813569411537,237,1
42.6368637159709,238,1
23.2221284288988,239,1
28.4486796621739,240,1
25.3048555397354,241,1
26.3619963738348,242,1
106.972079331132,243,3
28.636360651787,244,1
60.7023583338413,245,2
65.6175510884567,246,2
64.4961180704441,247,2
64.4915242988015,248,2
33.3852804061949,249,1
28.2412267471306,250,1
24.6905052031609,251,1
30.2379153694261,252,1
30.6240915017614,253,1
26.6756224836925,254,1
34.7067726015737,255,1
57.0023770175597,256,1
77.3879942930212,257,2
66.0167511471488,258,2
68.2156219270291,259,2
115.618008612723,260,3
111.639589675264,261,3
78.2167985289221,262,2
125.323728848322,263,3
72.7679870148369,264,2
49.1109042299745,265,1
49.9174609629201,266,1
116.02485476007,267,3
123.992978326045,268,3
68.2445680709356,269,2
103.085580790176,270,3
42.7975156391611,271,1
46.3684322670602,272,1
57.9336633632469,273,1
49.3880324812145,274,1
40.7684048948093,275,1
74.3345373297814,276,2
119.183221009027,277,3
45.0075580765211,278,1
43.1238851145699,279,1
81.9779102985026,280,2
117.822160999635,281,3
49.5195978961455,282,1
45.1414241913056,283,1
67.2863381293498,284,2
116.067112012647,285,3
115.924779320171,286,3
71.3574177127307,287,2
116.43651007111,288,3
43.8509328632099,289,1
47.0876439134798,290,1
111.45127954662,291,3
33.5831754035191,292,1
45.1751230050679,293,1
45.8200710405563,294,1
50.7820931923588,295,1
46.9468403696516,296,1
45.4808437639047,297,1
45.8762052542878,298,1
36.2562226387268,299,1
41.4416813439278,300,1
52.9548730378845,301,1
33.7796527905914,302,1
113.788205982157,303,3
79.5990706780253,304,2
78.9925080459569,305,2
49.4195696754263,306,1
44.1467408854276,307,1
36.6304760301873,308,1
46.1485761268091,309,1
48.9557923545294,310,1
76.0112027936715,311,2
106.052854893007,312,3
46.1190008533482,313,1
32.2449939808002,314,1
47.2157177025797,315,1
58.1209913730669,316,2
73.7590269735286,317,2
47.1006168257551,318,1
122.521567332424,319,3
46.4476664261287,320,1
82.0259615153399,321,2
114.935305086111,322,3
76.7475275147688,323,2
83.4207960170939,324,2
37.4069366535971,325,1
81.5183924194041,326,2
115.336300053918,327,3
39.9328631063769,328,1
38.2961117843861,329,1
47.4911889179714,330,1
82.4096413305507,331,2
69.3956384835998,332,2
76.8289645926534,333,2
53.8208406913831,334,1
46.5898281552386,335,1
39.2324404546305,336,1
70.3085436463073,337,2
40.4987389704125,338,1
48.2316236623717,339,1
46.1747839587538,340,1
43.7025451409978,341,1
73.295137495763,342,2
82.89101046067,343,2
67.8646978715664,344,2
75.9372501116763,345,2
114.883779256423,346,3
35.4704936054429,347,1
48.522581769454,348,1
45.9051867964521,349,1
111.561563503554,350,3
39.2727776131085,351,1
46.8985785590397,352,1
41.3084979549401,353,1
43.0018819831036,354,1
118.730463566344,355,3
44.9241404055063,356,1
77.2398871203074,357,2
69.1389085975818,358,2
70.6420466228797,359,2
123.943036945896,360,3
45.3532518621656,361,1
45.6902405821081,362,1
52.5417915985611,363,1
45.232735482104,364,1
47.3117729484892,365,1
43.4625813838655,366,1
72.0750729267926,367,2
123.618936965388,368,3
68.6158348433399,369,2
127.057680073546,370,3
45.4217400596484,371,1
44.2731874878324,372,1
74.371392733787,373,2
82.4787733576531,374,2
77.1954513911318,375,2
111.208451889256,376,3
43.2776766408794,377,1
36.2863869203688,378,1
72.038415913113,379,2
74.9054117810461,380,2
39.0140818691642,381,1
35.924526865986,382,1
77.3806123421571,383,2
70.0114609702745,384,2
39.9398198396027,385,1
31.2577096723329,386,1
36.9148852414387,387,1
38.9973776165457,388,1
44.5585342945108,389,1
41.4564119210424,390,1
46.5446410545939,391,1
39.5719396631256,392,1
38.5158793137041,393,1
44.1772344422636,394,1
41.0681168750242,395,1
34.0600584271372,396,1
42.057364943239,397,1
41.8534990122942,398,1
72.5259131455389,399,2
98.016462958153,400,3
38.1793577356206,401,1
72.3115539028351,402,2
48.8423892944915,403,1
78.65316509078,404,2
72.3180839887646,405,2
72.0069562488548,406,2
110.526727754859,407,3
41.9784859724794,408,1
44.0127414904535,409,1
36.4490880029231,410,1
36.0240571191652,411,1
32.5792586864001,412,1
34.5500219743684,413,1
43.7244600165424,414,1
30.1239141960592,415,1
38.9262522499578,416,1
38.4680445435979,417,1
42.9855850232298,418,1
36.5831993118817,419,1
30.3347487693788,420,1
34.9172993984851,421,1
44.5092131046953,422,1
44.2398075880476,423,1
36.2955246628032,424,1
77.2605047037952,425,2
74.2421045301094,426,2
39.423959105612,427,1
113.680042503768,428,3
35.7345652068938,429,1
43.417077120582,430,1
44.1172750330782,431,1
41.2666774409727,432,1
42.8768519242861,433,1
70.9001510729214,434,2
109.978232515997,435,3
78.5826489989895,436,2
78.3748622789004,437,2
101.998479576049,438,3
38.2810423397473,439,1
45.1797371692107,440,1
107.128348549085,441,3
41.1591821673224,442,1
39.848628756994,443,1
67.564223734343,444,2
75.6125164778859,445,2
37.4805489494644,446,1
104.081752873489,447,3
39.7567823169643,448,1
83.5355968317898,449,2
109.489341260978,450,3
106.799800557383,451,3
78.0078609495429,452,2
33.432965974815,453,1
44.8430502853401,454,1
106.483526737017,455,3
116.887841956123,456,3
80.2240544047774,457,2
76.3109072307974,458,2
99.1521691619321,459,3
37.1308653545776,460,1
44.0229251416859,461,1
33.8666636461622,462,1
34.7353485519592,463,1
37.7085653837761,464,1
104.580405482522,465,3
39.3463131260035,466,1
48.0726915717059,467,1
74.0829561903351,468,2
108.405824953769,469,3
75.6684269880145,470,2
109.954174700487,471,3
41.8990277806318,472,1
43.4142772938163,473,1
40.6073703723986,474,1
100.001638092397,475,3
49.1473928396778,476,1
40.627460767019,477,1
41.3035252606982,478,1
115.143132031533,479,3
37.9376301489008,480,1
30.5943674919875,481,1
38.1370004873281,482,1
41.8605308689439,483,1
108.637105330408,484,3
106.111502925536,485,3
34.8049600420178,486,1
76.9932163273453,487,2
65.7875167302151,488,2
78.1317607567199,489,2
100.648351282773,490,3
35.4054024127493,491,1
107.321437445242,492,3
41.5596988269751,493,1
42.7086431069948,494,1
39.0826080133523,495,1
74.1783892323601,496,2
111.535707466212,497,3
106.965506472242,498,3
67.2114697157371,499,2
111.659927958288,500,3
47.8100091729372,501,1
35.299135139615,502,1
41.9820618929685,503,1
77.917716204078,504,2
106.359839354635,505,3
82.7828491536645,506,2
75.049180371741,507,2
103.402139229983,508,3
107.610589118264,509,3
74.3461772898946,510,2
75.2650465812207,511,2
79.9827325877274,512,2
109.303413200415,513,3
40.8502750215285,514,1
46.4626162195907,515,1
46.5371305975084,516,1
110.434053264353,517,3
28.3144812436156,518,1
41.0071090839948,519,1
38.701623003209,520,1
41.794251012095,521,1
39.468340439766,522,1
82.4220753042229,523,2
73.7782027099319,524,2
64.8207760378484,525,2
44.7072810176214,526,1
50.4532349959727,527,1
74.6443784012568,528,2
119.008202714415,529,3
77.217677822686,530,2
66.3256711802187,531,2
85.5364370241279,532,2
65.6194308029139,533,2
70.6938911306249,534,2
68.1079324124115,535,2
117.743959923273,536,3
36.4709220426171,537,1
118.752454200008,538,3
80.6412810187018,539,2
41.0571052095816,540,1
69.3108737222791,541,2
121.062422768533,542,3
80.3061556973394,543,2
81.2997721544819,544,2
80.748318725578,545,2
119.460517351915,546,3
47.3222322910294,547,1
39.7564054029041,548,1
46.0932536931067,549,1
60.9325447568578,550,1
66.0983954860238,551,2
40.6435109474326,552,1
35.154190877072,553,1
52.3942298978852,554,1
109.724916021977,555,3
57.7931536535723,556,1
48.1665531523811,557,1
68.5951374234792,558,2
81.8519807458225,559,2
71.0900541193719,560,2
81.8799005335725,561,2
78.9374567862775,562,2
69.731573905938,563,2
49.2247096850924,564,1
113.509560228143,565,3
45.3115344207523,566,1
49.0810280424186,567,1
109.923473751037,568,3
119.704213002685,569,3
51.8344958132114,570,1
50.0583834361043,571,1
44.3909378995949,572,1
74.957519940377,573,2
121.219148155841,574,3
77.7400306946375,575,2
49.999660652947,576,1
48.8723371183259,577,1
45.401428535792,578,1
54.1457376795542,579,1
40.5819985791683,580,1
41.7496620390545,581,1
44.1161862604286,582,1
42.7398277500783,583,1
48.9456152239675,584,1
38.7836985479917,585,1
123.328605984953,586,3
113.569759116376,587,3
46.949601636964,588,1
43.7229451757476,589,1
43.7964504809273,590,1
40.4337225282697,591,1
42.634467074463,592,1
38.1038795167629,593,1
46.2268956745205,594,1
36.5086349433701,595,1
36.4613241719282,596,1
42.6581780712545,597,1
43.5935293272578,598,1
37.7594526673415,599,1
110.426409589507,600,3
76.4518025997378,601,2
125.427614053237,602,3
48.9285510187838,603,1
119.347969554724,604,3
45.400915828486,605,1
49.5778600498854,606,1
38.8942630794599,607,1
54.3380359897482,608,1
42.1127506354281,609,1
113.974662651355,610,3
118.46129732821,611,3
35.9153198931149,612,1
84.7197506413855,613,2
112.804597983554,614,3
69.7405651622276,615,2
47.6744009259255,616,1
44.750700639763,617,1
51.3121552068077,618,1
40.9342432789626,619,1
41.6025744588637,620,1
42.5667966498114,621,1
40.4042898275278,622,1
119.721391917683,623,3
71.5954572062995,624,2
47.7779374172388,625,1
116.191792425398,626,3
64.0921578222929,627,2
82.5447298043336,628,2
